"Date","Department","Category","Region","Budget Amount","Actual Amount","Payment Method","Transaction ID"
"2021-12-25","HR","Travel","West","74075","34190","Card","TXN107554"
"2021-03-27","Operations","Training","South","17120","132147","Card","TXN107555"
"2023-01-17","HR","Travel","South","41636","53885","Bank Transfer","TXN107556"
"2021-11-09","HR","Salaries","North","128698","8972","Cash","TXN107557"
"2021-12-31","Operations","Travel","South","28773","118711","Bank Transfer","TXN107558"
"2023-06-24","Finance","Marketing","North","139497","86457","Cash","TXN107559"
"2022-11-29","Operations","Infrastructure","Central","114844","106515","Cash","TXN107560"
"2021-05-11","Sales","Salaries","East","95993","157787","Bank Transfer","TXN107561"
"2023-03-14","HR","Infrastructure","West","72508","40006","Bank Transfer","TXN107562"
"2023-02-28","HR","Marketing","North","103526","63572","Card","TXN107563"
"2021-12-17","Finance","Infrastructure","West","31213","99176","Cash","TXN107564"
"2021-06-29","IT","Travel","West","116358","25830","Cash","TXN107565"
"2023-02-13","Operations","Infrastructure","East","39712","125704","UPI","TXN107566"
"2022-05-25","IT","Utilities","Central","67534","72030","Cash","TXN107567"
"2021-12-31","Sales","Marketing","Central","65070","75369","Card","TXN107568"
"2023-09-08","Operations","Utilities","South","30151","88332","Cash","TXN107569"
"2021-12-19","Sales","Infrastructure","Central","93025","161205","UPI","TXN107570"
"2023-03-11","Sales","Utilities","East","78391","10407","UPI","TXN107571"
"2022-02-16","Sales","Salaries","West","94079","11305","Cash","TXN107572"
"2023-01-05","Marketing","Infrastructure","North","56998","39653","Card","TXN107573"
"2023-09-08","Operations","Training","North","30530","32449","UPI","TXN107574"
"2021-04-28","Operations","Utilities","Central","112095","157709","UPI","TXN107575"
"2022-04-27","Marketing","Travel","South","52760","85725","UPI","TXN107576"
"2021-07-11","Finance","Infrastructure","North","30515","99047","Bank Transfer","TXN107577"
"2022-08-14","Marketing","Training","South","10622","25506","Card","TXN107578"
"2022-08-13","HR","Salaries","North","139706","156965","Card","TXN107579"
"2022-10-21","IT","Travel","South","17245","131590","Bank Transfer","TXN107580"
"2021-04-17","IT","Infrastructure","South","97579","41761","Cash","TXN107581"
"2022-01-17","Sales","Travel","West","90831","119971","UPI","TXN107582"
"2023-02-22","Operations","Infrastructure","East","73532","132520","UPI","TXN107583"
"2022-01-25","Operations","Infrastructure","North","113272","137967","Bank Transfer","TXN107584"
"2021-09-01","Sales","Marketing","Central","48191","162185","Cash","TXN107585"
"2022-08-08","HR","Utilities","East","76951","84089","Card","TXN107586"
"2023-05-19","IT","Infrastructure","West","115101","79064","Cash","TXN107587"
"2022-04-13","Marketing","Salaries","West","112566","98887","Card","TXN107588"
"2023-05-16","Finance","Training","West","109992","112403","UPI","TXN107589"
"2023-07-23","HR","Utilities","Central","14158","68086","Cash","TXN107590"
"2022-08-27","Operations","Marketing","North","34122","55614","Card","TXN107591"
"2023-10-12","Sales","Utilities","North","116698","92314","Cash","TXN107592"
"2023-05-10","IT","Utilities","South","68882","109196","Cash","TXN107593"
"2021-01-13","Sales","Infrastructure","South","124214","168665","Cash","TXN107594"
"2021-10-26","Operations","Salaries","South","106533","44888","Bank Transfer","TXN107595"
"2023-12-11","Sales","Infrastructure","Central","68899","18568","Card","TXN107596"
"2023-02-26","Marketing","Salaries","East","28834","142091","Card","TXN107597"
"2021-05-29","IT","Salaries","North","121756","86165","UPI","TXN107598"
"2021-05-02","Sales","Travel","South","147562","10944","Card","TXN107599"
"2022-06-22","IT","Infrastructure","Central","51746","96459","UPI","TXN107600"
"2022-01-11","Sales","Marketing","Central","19167","33117","Bank Transfer","TXN107601"
"2021-03-23","Sales","Training","South","29330","130357","UPI","TXN107602"
"2022-05-07","IT","Utilities","West","85927","9153","UPI","TXN107603"
"2021-12-22","Marketing","Travel","West","132404","85317","Bank Transfer","TXN107604"
"2023-07-14","Sales","Marketing","West","46843","50706","Bank Transfer","TXN107605"
"2023-12-04","Marketing","Training","South","130784","91092","Bank Transfer","TXN107606"
"2023-10-02","HR","Training","Central","133216","66643","Cash","TXN107607"
"2021-05-03","Finance","Infrastructure","Central","119435","159188","Card","TXN107608"
"2022-12-09","HR","Salaries","North","89278","146791","Cash","TXN107609"
"2021-11-26","Finance","Infrastructure","West","108969","44035","UPI","TXN107610"
"2023-09-18","HR","Training","South","139129","94424","Bank Transfer","TXN107611"
"2021-11-19","Finance","Infrastructure","North","142304","37554","Bank Transfer","TXN107612"
"2023-02-09","Sales","Travel","Central","87515","9222","Cash","TXN107613"
"2022-03-09","IT","Marketing","North","34311","143712","UPI","TXN107614"
"2022-12-11","IT","Training","West","107627","143986","Card","TXN107615"
"2023-03-05","Operations","Travel","East","85489","124176","UPI","TXN107616"
"2022-12-13","Finance","Marketing","West","40767","166809","Bank Transfer","TXN107617"
"2022-06-23","Operations","Travel","West","98094","19086","UPI","TXN107618"
"2022-08-24","Marketing","Utilities","South","71110","26195","Cash","TXN107619"
"2021-09-14","Marketing","Salaries","East","30954","70391","UPI","TXN107620"
"2023-05-21","Operations","Salaries","East","17424","144759","Cash","TXN107621"
"2023-06-18","Finance","Salaries","East","81898","17964","UPI","TXN107622"
"2023-03-20","IT","Utilities","Central","80074","54023","UPI","TXN107623"
"2022-11-08","Finance","Training","North","16644","104846","Cash","TXN107624"
"2021-09-28","Marketing","Training","Central","33778","144433","Cash","TXN107625"
"2022-07-04","Sales","Utilities","East","41488","85051","Card","TXN107626"
"2022-07-22","Operations","Salaries","South","145422","111268","Card","TXN107627"
"2023-09-13","Operations","Salaries","West","141141","121685","UPI","TXN107628"
"2021-12-25","Marketing","Marketing","West","17169","87626","Bank Transfer","TXN107629"
"2023-03-09","Finance","Marketing","Central","139348","84505","Bank Transfer","TXN107630"
"2023-06-06","Operations","Infrastructure","Central","130622","78727","Card","TXN107631"
"2021-07-30","IT","Travel","South","142578","110920","Card","TXN107632"
"2021-10-14","Operations","Marketing","West","40865","33484","UPI","TXN107633"
"2023-01-13","Finance","Marketing","Central","109952","42754","Cash","TXN107634"
"2023-11-13","Marketing","Marketing","North","45935","130502","Cash","TXN107635"
"2021-10-23","IT","Marketing","Central","94468","167289","Cash","TXN107636"
"2021-01-06","IT","Utilities","Central","15523","64091","Bank Transfer","TXN107637"
"2022-07-04","Operations","Infrastructure","East","92139","139572","Bank Transfer","TXN107638"
"2022-11-12","Finance","Marketing","North","63349","50782","Bank Transfer","TXN107639"
"2023-03-06","Operations","Training","North","122293","53306","Bank Transfer","TXN107640"
"2021-07-22","Sales","Travel","South","147989","101064","Cash","TXN107641"
"2021-11-21","Marketing","Marketing","East","77585","156683","UPI","TXN107642"
"2023-04-05","Sales","Utilities","North","128600","10055","UPI","TXN107643"
"2021-09-01","IT","Training","East","51730","149141","Bank Transfer","TXN107644"
"2021-11-23","Operations","Salaries","East","72273","73297","Bank Transfer","TXN107645"
"2023-09-14","Sales","Salaries","West","125427","69405","Cash","TXN107646"
"2023-12-07","HR","Infrastructure","North","30679","51824","Cash","TXN107647"
"2023-01-31","Sales","Salaries","West","106200","108874","UPI","TXN107648"
"2023-11-03","Operations","Marketing","Central","30505","115892","Card","TXN107649"
"2023-06-26","Operations","Utilities","Central","107218","104156","UPI","TXN107650"
"2021-12-31","Marketing","Infrastructure","West","23642","81012","UPI","TXN107651"
"2021-03-14","Sales","Training","Central","131688","65037","UPI","TXN107652"
"2023-12-06","Operations","Marketing","West","125197","29494","Cash","TXN107653"
"2021-10-01","Operations","Salaries","South","93915","144795","Bank Transfer","TXN107654"
"2021-07-27","Marketing","Travel","East","95021","116387","Cash","TXN107655"
"2021-05-04","Marketing","Marketing","South","92842","156729","Bank Transfer","TXN107656"
"2023-10-31","Marketing","Travel","North","118287","138465","Card","TXN107657"
"2022-06-27","Marketing","Training","South","113731","113848","Card","TXN107658"
"2021-03-01","HR","Travel","South","149284","83973","Card","TXN107659"
"2023-06-18","IT","Training","Central","27448","77246","Bank Transfer","TXN107660"
"2023-06-05","Operations","Infrastructure","West","97931","130916","UPI","TXN107661"
"2023-02-21","Finance","Utilities","North","122113","43847","Bank Transfer","TXN107662"
"2022-03-18","Marketing","Salaries","Central","28283","134688","Card","TXN107663"
"2023-06-30","IT","Salaries","North","108294","124968","UPI","TXN107664"
"2023-10-23","Marketing","Marketing","East","60118","98849","Card","TXN107665"
"2023-04-12","IT","Salaries","West","130471","140490","Bank Transfer","TXN107666"
"2023-10-05","Finance","Infrastructure","Central","35089","110851","UPI","TXN107667"
"2022-09-18","Sales","Salaries","South","10040","67129","Bank Transfer","TXN107668"
"2023-09-25","HR","Marketing","East","74172","87119","Bank Transfer","TXN107669"
"2023-01-04","Operations","Salaries","South","51992","159024","Bank Transfer","TXN107670"
"2021-04-01","Sales","Utilities","North","90894","119556","UPI","TXN107671"
"2021-06-16","Finance","Training","East","59279","48345","Card","TXN107672"
"2023-08-17","HR","Travel","Central","94498","62527","Card","TXN107673"
"2021-07-26","HR","Travel","South","106195","127188","UPI","TXN107674"
"2023-12-25","HR","Training","South","41363","121243","Cash","TXN107675"
"2022-05-31","Finance","Travel","North","22812","144722","UPI","TXN107676"
"2023-01-17","Marketing","Utilities","North","91912","9418","Cash","TXN107677"
"2021-11-02","Marketing","Infrastructure","West","39428","73170","Bank Transfer","TXN107678"
"2022-01-30","Marketing","Marketing","West","34321","33202","Card","TXN107679"
"2021-07-06","Sales","Utilities","North","19085","88985","Bank Transfer","TXN107680"
"2022-09-15","Operations","Marketing","West","78342","54352","Cash","TXN107681"
"2022-12-31","HR","Infrastructure","South","70157","118932","UPI","TXN107682"
"2021-08-28","HR","Utilities","North","105795","12307","Bank Transfer","TXN107683"
"2022-06-17","Sales","Salaries","East","60939","67343","UPI","TXN107684"
"2021-05-21","Marketing","Infrastructure","North","20440","92555","UPI","TXN107685"
"2021-05-19","HR","Travel","Central","143251","75879","Cash","TXN107686"
"2022-04-04","HR","Utilities","Central","111427","134039","UPI","TXN107687"
"2021-03-11","Finance","Infrastructure","North","15665","66353","Cash","TXN107688"
"2022-01-20","IT","Infrastructure","East","116517","137450","UPI","TXN107689"
"2022-09-22","Sales","Utilities","North","13390","56069","UPI","TXN107690"
"2021-07-17","Sales","Travel","East","18359","127696","UPI","TXN107691"
"2021-07-24","Marketing","Training","South","84600","125906","Card","TXN107692"
"2022-07-22","Sales","Travel","South","142853","30382","UPI","TXN107693"
"2023-09-09","Marketing","Infrastructure","East","138566","112027","Bank Transfer","TXN107694"
"2023-03-16","Finance","Marketing","West","35972","150076","Card","TXN107695"
"2023-05-09","Finance","Training","South","100743","126428","Cash","TXN107696"
"2023-06-01","Operations","Training","Central","110167","78512","UPI","TXN107697"
"2023-09-01","Marketing","Infrastructure","North","66485","77574","Cash","TXN107698"
"2022-10-02","Finance","Utilities","West","109025","128786","Bank Transfer","TXN107699"
"2021-11-21","Marketing","Utilities","Central","140972","110138","Bank Transfer","TXN107700"
"2022-03-18","Sales","Utilities","North","82778","116295","Bank Transfer","TXN107701"
"2023-03-15","Operations","Travel","Central","87064","97607","Bank Transfer","TXN107702"
"2021-10-15","IT","Salaries","West","59394","158340","UPI","TXN107703"
"2021-08-14","HR","Utilities","East","82441","123412","Cash","TXN107704"
"2023-12-24","HR","Utilities","North","80174","132292","Cash","TXN107705"
"2023-08-25","Operations","Training","Central","112676","29232","Cash","TXN107706"
"2023-07-27","Marketing","Marketing","Central","63797","88894","Card","TXN107707"
"2022-07-14","Marketing","Marketing","West","67746","148818","Card","TXN107708"
"2022-12-15","Marketing","Infrastructure","West","60605","134829","UPI","TXN107709"
"2022-05-13","IT","Infrastructure","West","66060","168142","Card","TXN107710"
"2023-04-29","HR","Infrastructure","East","57141","146169","Bank Transfer","TXN107711"
"2023-07-15","Operations","Utilities","South","120909","163951","UPI","TXN107712"
"2021-03-01","Marketing","Marketing","Central","13501","38408","UPI","TXN107713"
"2021-09-14","Finance","Infrastructure","East","76722","98215","UPI","TXN107714"
"2022-07-31","Sales","Marketing","Central","109685","146570","Cash","TXN107715"
"2021-08-27","IT","Utilities","East","57018","131243","Card","TXN107716"
"2021-02-07","Marketing","Training","North","74127","136081","Bank Transfer","TXN107717"
"2021-01-25","HR","Utilities","South","69198","94582","UPI","TXN107718"
"2022-02-14","Sales","Infrastructure","Central","22225","125535","Bank Transfer","TXN107719"
"2022-04-06","Operations","Utilities","West","142824","144939","UPI","TXN107720"
"2023-09-15","Marketing","Utilities","South","136889","20140","Bank Transfer","TXN107721"
"2021-12-23","HR","Marketing","Central","97191","66452","Cash","TXN107722"
"2022-01-18","Sales","Salaries","North","108841","13338","Bank Transfer","TXN107723"
"2022-07-23","Finance","Travel","Central","66734","84143","Card","TXN107724"
"2023-12-08","IT","Infrastructure","Central","28774","157353","Bank Transfer","TXN107725"
"2022-03-09","Operations","Salaries","Central","124049","25098","UPI","TXN107726"
"2021-02-25","HR","Training","South","84918","152625","UPI","TXN107727"
"2022-07-31","Finance","Infrastructure","Central","112240","105441","Cash","TXN107728"
"2021-09-25","IT","Salaries","West","93415","25586","Cash","TXN107729"
"2021-03-10","IT","Utilities","East","48984","144841","UPI","TXN107730"
"2023-06-21","Finance","Infrastructure","West","30907","54585","UPI","TXN107731"
"2023-03-04","HR","Salaries","North","13370","70063","Bank Transfer","TXN107732"
"2021-09-14","IT","Travel","South","146898","159435","UPI","TXN107733"
"2022-11-03","Operations","Utilities","East","63227","121026","Cash","TXN107734"
"2022-05-05","Sales","Infrastructure","South","14695","79780","Cash","TXN107735"
"2023-01-16","Operations","Training","South","42864","83047","Card","TXN107736"
"2021-02-18","Marketing","Training","Central","88301","47920","Card","TXN107737"
